"","year","variable","material","application","material1","type","forecast_type","method","exogenous_factor","value"
"769",2028,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15499.63996
"770",2029,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15534.73026
"771",2030,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15567.46917
"772",2031,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15597.93902
"773",2032,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15626.16898
"774",2033,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15652.23932
"775",2034,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15676.29516
"776",2035,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15698.74216
"777",2036,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15720.0099
"778",2037,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15740.27728
"779",2038,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15759.66759
"780",2039,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15778.25244
"781",2040,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15795.94861
"782",2041,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15812.65605
"783",2042,"Placed on market","PS","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15828.37076
"784",2014,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",53665.08906
"785",2015,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",54631.04326
"786",2016,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",54631.04326
"787",2017,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",54631.04326
"788",2018,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",54883.34051
"789",2019,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",55101.3986
"790",2020,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",46972.69359
"791",2021,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",38525.57008
"792",2022,"Placed on market","PS","PTT","Plastic","Outturn","NULL","NULL","NULL",36679.48102
"793",2023,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",39746.01076
"794",2024,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",39987.67089
"795",2025,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40184.31074
"796",2026,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40335.24722
"797",2027,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40439.49384
"798",2028,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40537.51989
"799",2029,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40629.29454
"800",2030,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40714.91937
"801",2031,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40794.60974
"802",2032,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40868.44196
"803",2033,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40936.62591
"804",2034,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",40999.54119
"805",2035,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41058.24872
"806",2036,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41113.87205
"807",2037,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41166.87904
"808",2038,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41217.59216
"809",2039,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41266.19868
"810",2040,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41312.48098
"811",2041,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41356.17735
"812",2042,"Placed on market","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41397.27737
"813",2014,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",2824.478372
"814",2015,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",2875.318066
"815",2016,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",2875.318066
"816",2017,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",2875.318066
"817",2018,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",2032.716315
"818",2019,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",1080.41958
"819",2020,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",2210.479698
"820",2021,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",3399.315007
"821",2022,"Placed on market","PVC","Other","Plastic","Outturn","NULL","NULL","NULL",1078.808265
"822",2023,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1169.000317
"823",2024,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1176.107967
"824",2025,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1181.891492
"825",2026,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1186.330801
"826",2027,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1189.396878
"827",2028,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1192.279997
"828",2029,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1194.979251
"829",2030,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1197.497629
"830",2031,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1199.841463
"831",2032,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1202.012999
"832",2033,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1204.018409
"833",2034,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1205.868859
"834",2035,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1207.59555
"835",2036,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1209.231531
"836",2037,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1210.79056
"837",2038,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1212.282122
"838",2039,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1213.711726
"839",2040,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1215.07297
"840",2041,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1216.358157
"841",2042,"Placed on market","PVC","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1217.566981
"842",2014,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",92266.29347
"843",2015,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",93927.05683
"844",2016,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",93927.05683
"845",2017,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",93927.05683
"846",2018,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",61997.84761
"847",2019,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",25930.06993
"848",2020,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",22104.79698
"849",2021,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",18129.68004
"850",2022,"Placed on market","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",20497.35704
"851",2023,"Placed on market","HDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",22211.00602
"852",2024,"Placed on market","HDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",22346.05138
